Column0,Column1,Column2,Column3
34882.3,6179.8,497.173,79.5
34921.4,6149.12,497.627,79.6
34960.5,6118.36,498.083,79.7
34999.6,6087.5,498.539,79.8
35038.7,6056.56,498.996,79.9
35077.8,6025.53,499.454,80
35116.9,5994.4,499.913,80.1
35155.9,5963.19,500.373,80.2
35195,5931.9,500.834,80.3
35234,5900.51,501.295,80.4
35273,5869.03,501.758,80.5
35312,5837.47,502.221,80.6
35351,5805.82,502.686,80.7
35390,5774.08,503.151,80.8
35429,5742.25,503.617,80.9
35467.9,5710.33,504.084,81
35506.9,5678.33,504.551,81.1
35545.8,5646.23,505.02,81.2
35584.7,5614.05,505.489,81.3
35623.6,5581.78,505.96,81.4
35662.5,5549.42,506.431,81.5
35701.4,5516.98,506.903,81.6
35740.3,5484.44,507.375,81.7
35779.1,5451.82,507.849,81.8
35818,5419.11,508.323,81.9
35856.8,5386.31,508.799,82
35895.6,5353.43,509.275,82.1
35934.4,5320.46,509.751,82.2
35973.2,5287.39,510.229,82.3
36012,5254.25,510.708,82.4
36050.8,5221.01,511.187,82.5
36089.6,5187.68,511.667,82.6
36128.3,5154.27,512.147,82.7
36167.1,5120.77,512.629,82.8
36205.8,5087.18,513.111,82.9
36244.5,5053.51,513.594,83
36283.2,5019.75,514.078,83.1
36321.9,4985.9,514.563,83.2
36360.6,4951.96,515.048,83.3
36399.2,4917.93,515.534,83.4
36437.9,4883.82,516.021,83.5
36476.5,4849.62,516.509,83.6
36515.2,4815.34,516.997,83.7
36553.8,4780.96,517.486,83.8
36592.4,4746.5,517.976,83.9
36631,4711.95,518.467,84
36669.6,4677.32,518.958,84.1
36708.1,4642.59,519.45,84.2
36746.7,4607.78,519.942,84.3
36785.2,4572.89,520.436,84.4
36823.8,4537.9,520.93,84.5
36862.3,4502.83,521.425,84.6
36900.8,4467.68,521.92,84.7
36939.3,4432.43,522.416,84.8
36977.8,4397.1,522.913,84.9
37016.2,4361.68,523.411,85
37054.7,4326.18,523.909,85.1
37093.1,4290.59,524.408,85.2
37131.6,4254.91,524.907,85.3
37170,4219.14,525.408,85.4
37208.4,4183.29,525.908,85.5
37246.8,4147.35,526.41,85.6
37285.2,4111.33,526.912,85.7
37323.6,4075.22,527.415,85.8
37361.9,4039.02,527.918,85.9
37400.3,4002.74,528.422,86
37438.6,3966.37,528.927,86.1
37476.9,3929.91,529.433,86.2
37515.2,3893.37,529.939,86.3
37553.5,3856.74,530.445,86.4
37591.8,3820.02,530.952,86.5
37630.1,3783.22,531.46,86.6
37668.3,3746.33,531.969,86.7
37706.6,3709.36,532.478,86.8
37744.8,3672.3,532.988,86.9
37783,3635.15,533.498,87
37821.3,3597.92,534.009,87.1
37859.4,3560.6,534.52,87.2
37897.6,3523.2,535.032,87.3
37935.8,3485.71,535.545,87.4
37974,3448.14,536.058,87.5
38012.1,3410.47,536.572,87.6
38050.2,3372.73,537.086,87.7
38088.4,3334.89,537.601,87.8
38126.5,3296.98,538.117,87.9
38164.6,3258.97,538.633,88
38202.7,3220.88,539.149,88.1
38240.7,3182.71,539.667,88.2
38278.8,3144.45,540.184,88.3
38316.8,3106.1,540.703,88.4
38354.9,3067.67,541.221,88.5
38392.9,3029.15,541.741,88.6
38430.9,2990.55,542.261,88.7
38468.9,2951.86,542.781,88.8
38506.9,2913.09,543.302,88.9
38544.9,2874.23,543.823,89
38582.8,2835.29,544.345,89.1
38620.8,2796.26,544.868,89.2
38658.7,2757.15,545.391,89.3
38696.6,2717.95,545.914,89.4
38734.5,2678.67,546.438,89.5
38772.4,2639.3,546.963,89.6
38810.3,2599.85,547.488,89.7
38848.2,2560.31,548.013,89.8
38886,2520.68,548.539,89.9
38923.9,2480.98,549.066,90
38961.7,2441.18,549.593,90.1
38999.5,2401.31,550.12,90.2
39037.3,2361.34,550.648,90.3
39075.1,2321.3,551.176,90.4
39112.9,2281.17,551.705,90.5
39150.7,2240.95,552.234,90.6
39188.4,2200.65,552.764,90.7
39226.2,2160.27,553.294,90.8
39263.9,2119.8,553.825,90.9
39301.6,2079.24,554.356,91
39339.3,2038.6,554.888,91.1
39377,1997.88,555.42,91.2
39414.7,1957.08,555.952,91.3
39452.4,1916.18,556.485,91.4
39490,1875.21,557.018,91.5
39527.7,1834.15,557.552,91.6
39565.3,1793.01,558.086,91.7
39602.9,1751.78,558.621,91.8
39640.5,1710.47,559.156,91.9
39678.1,1669.07,559.691,92
39715.7,1627.59,560.227,92.1
39753.2,1586.03,560.763,92.2
39790.8,1544.38,561.3,92.3
39828.3,1502.65,561.837,92.4
39865.9,1460.84,562.374,92.5
39903.4,1418.94,562.912,92.6
39940.9,1376.96,563.451,92.7
39978.4,1334.89,563.989,92.8
40015.8,1292.74,564.528,92.9
40053.3,1250.51,565.068,93
40090.7,1208.19,565.607,93.1
40128.2,1165.79,566.147,93.2
40165.6,1123.31,566.688,93.3
40203,1080.74,567.229,93.4
40240.4,1038.09,567.77,93.5
40277.8,995.359,568.312,93.6
40315.2,952.543,568.854,93.7
40352.5,909.643,569.396,93.8
40389.9,866.66,569.939,93.9
40427.2,823.594,570.482,94
40464.5,780.444,571.025,94.1
40501.8,737.212,571.569,94.2
40539.1,693.897,572.113,94.3
40576.4,650.499,572.657,94.4
40613.6,607.017,573.202,94.5
40650.9,563.453,573.747,94.6
40688.1,519.807,574.292,94.7
40725.4,476.077,574.838,94.8
40762.6,432.264,575.384,94.9
40799.8,388.369,575.93,95
40837,344.392,576.477,95.1
40874.1,300.331,577.024,95.2
40911.3,256.188,577.571,95.3
40948.4,211.963,578.119,95.4
40985.6,167.655,578.667,95.5
41022.7,123.264,579.215,95.6
41059.8,78.7916,579.763,95.7
41096.9,34.2365,580.312,95.8
41134,-10.4009,580.861,95.9
